id,title,date,teamName,member1,member2,member3,finalRank,thumbnail,teamImage,archiveUrl,memo
exe-apex-custom,Apex Custom EXE Custom,2026-05-31,犬とゴリラのyutori,【ごりらんど】さちこさん,狂犬ルーさん,ゆとりですが,10位,/images/participation-history/EXE Apex Custom/thumbnail.png,/images/participation-history/EXE Apex Custom/team-image.png.png,,感想やメモを入力
